Isolate_Id,Isolate_Name,Subtype,Lineage,Clade,Host,Passage_History,Location,Collection_Date,Submission_Date,H_Subtype,N_Subtype,Collection_Year,4_HA_ID,New_Host,Prediction
EPI_ISL_19227345,A/dairy cow/Idaho/24_015196-010/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Idaho,2024-05-20,2024-06-12,5,1,2024,EPI3409281,dairy_cow,Avian
EPI_ISL_19227342,A/dairy cow/Idaho/24_015196-012/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Idaho,2024-05-20,2024-06-12,5,1,2024,EPI3409260,dairy_cow,Avian
EPI_ISL_19227339,A/dairy cow/USA/24_015306-001/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Michigan,2024-05-21,2024-06-12,5,1,2024,EPI3409237,dairy_cow,Avian
EPI_ISL_19227334,A/dairy cow/Michigan/24_015307-004/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Michigan,2024-05-22,2024-06-12,5,1,2024,EPI3409201,dairy_cow,Avian
EPI_ISL_19227330,A/dairy cow/Michigan/24_015457-001/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Michigan,2024-05-21,2024-06-12,5,1,2024,EPI3409173,dairy_cow,Avian
EPI_ISL_19227329,A/dairy cow/Michigan/24_015457-002/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Michigan,2024-05-21,2024-06-12,5,1,2024,EPI3409165,dairy_cow,Avian
EPI_ISL_19227324,A/dairy cow/Michigan/24_015457-007/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Michigan,2024-05-21,2024-06-12,5,1,2024,EPI3409125,dairy_cow,Avian
EPI_ISL_19227315,A/dairy cow/South Dakota/24_015643-004/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / South Dakota,2024-05-22,2024-06-12,5,1,2024,EPI3409053,dairy_cow,Avian
EPI_ISL_19227312,A/dairy cow/South Dakota/24_015643-007/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / South Dakota,2024-05-22,2024-06-12,5,1,2024,EPI3409029,dairy_cow,Avian
EPI_ISL_19227309,A/dairy cow/Idaho/24_015675-001/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Idaho,2024-05-24,2024-06-12,5,1,2024,EPI3409013,dairy_cow,Avian
EPI_ISL_19227298,A/dairy cow/Wyoming/24_016134-223/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Wyoming,2024-04-29,2024-06-12,5,1,2024,EPI3408928,dairy_cow,Avian
EPI_ISL_19227296,A/dairy cow/Wyoming/24_016134-226/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Wyoming,2024-04-29,2024-06-12,5,1,2024,EPI3408915,dairy_cow,Avian
EPI_ISL_19227282,A/dairy cow/Wyoming/24_016134-253/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Wyoming,2024-04-29,2024-06-12,5,1,2024,EPI3408804,dairy_cow,Avian
EPI_ISL_19227279,A/dairy cow/Iowa/24_016252-001/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Iowa,2024-06-03,2024-06-12,5,1,2024,EPI3408783,dairy_cow,Avian
EPI_ISL_19227238,A/dairy cow/Iowa/24_016252-003/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Iowa,2024-06-03,2024-06-12,5,1,2024,EPI3408761,dairy_cow,Avian
EPI_ISL_19227237,A/dairy cow/Iowa/24_016252-005/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Iowa,2024-06-03,2024-06-12,5,1,2024,EPI3408753,dairy_cow,Avian
EPI_ISL_19227224,A/dairy cow/Minnesota/24_016288-011/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Minnesota,2024-06-03,2024-06-12,5,1,2024,EPI3408650,dairy_cow,Avian
EPI_ISL_19178100,A/dairy cow/Ohio/B24OSU-494/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Ohio,2024-04-05,2024-05-24,5,1,2024,EPI3352942,dairy_cow,Avian
EPI_ISL_19178087,A/dairy cow/Ohio/B24OSU-486/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Ohio,2024-04-05,2024-05-24,5,1,2024,EPI3352875,dairy_cow,Avian
EPI_ISL_19178086,A/dairy cow/Ohio/B24OSU-472/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Ohio,2024-04-05,2024-05-24,5,1,2024,EPI3352867,dairy_cow,Avian
EPI_ISL_19178084,A/dairy cow/Ohio/B24OSU-446/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Ohio,2024-04-05,2024-05-24,5,1,2024,EPI3352851,dairy_cow,Avian
EPI_ISL_19014394,A/dairy cow/Texas/24-008749-007/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Texas,2024-03-20,2024-03-27,5,1,2024,EPI3158755,dairy_cow,Avian
EPI_ISL_19014392,A/dairy cow/Texas/24-008749-006/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Texas,2024-03-20,2024-03-27,5,1,2024,EPI3158739,dairy_cow,Avian
EPI_ISL_19186564,A/common murre/Alaska/23-027066-013/2023,H5N1,,2.3.4.4b,Wild bird,original,North America / United States / Alaska,2023-08,2024-06-07,5,1,2023,EPI3358645,wild_bird,Avian
EPI_ISL_19186532,A/common murre/Alaska/23-027066-011/2023,H5N1,,2.3.4.4b,Wild bird,original,North America / United States / Alaska,2023-08,2024-06-07,5,1,2023,EPI3358449,wild_bird,Avian
EPI_ISL_19186531,A/common murre/Alaska/23-027066-010/2023,H5N1,,2.3.4.4b,Wild bird,original,North America / United States / Alaska,2023-08,2024-06-07,5,1,2023,EPI3358381,wild_bird,Avian
EPI_ISL_19186499,A/common murre/Alaska/23-027066-002/2023,H5N1,,2.3.4.4b,Wild bird,original,North America / United States / Alaska,2023-08,2024-06-07,5,1,2023,EPI3358373,wild_bird,Avian
EPI_ISL_19186487,A/common murre/Alaska/23-027066-004/2023,H5N1,,2.3.4.4b,Wild bird,original,North America / United States / Alaska,2023-08,2024-06-07,5,1,2023,EPI3358365,wild_bird,Avian
EPI_ISL_19186462,A/short-tailed shearwaters/Minnesota/23-025002-003/2023,H5N1,,2.3.4.4b,Shearwater,Original,North America / United States / Minnesota,2023-07-19,2024-06-07,5,1,2023,EPI3358314,shearwater,Avian
EPI_ISL_19605886,A/snow goose/Arkansas/23-001516-001/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Arkansas,2023-01-06,2024-12-04,5,1,2023,EPI3699745,goose,Avian
EPI_ISL_19605885,A/snow goose/Arkansas/23-001514-001/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Arkansas,2023-01-06,2024-12-04,5,1,2023,EPI3699737,goose,Avian
EPI_ISL_19605884,A/snow goose/Arkansas/23-001513-001/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Arkansas,2023-01-06,2024-12-04,5,1,2023,EPI3699729,goose,Avian
EPI_ISL_19605875,A/snow goose/California/23-002594-003/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / California,2023-01-10,2024-12-04,5,1,2023,EPI3699657,goose,Avian
EPI_ISL_19605862,A/snow goose/California/23-004358-002/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / California,2023-01-25,2024-12-04,5,1,2023,EPI3699553,goose,Avian
EPI_ISL_19605293,A/goose/Missouri/23-001521-001/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Missouri,2023-01-10,2024-12-04,5,1,2023,EPI3696969,goose,Avian
EPI_ISL_19605268,A/goose/Utah/23-001041-007/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Utah,2023-01-06,2024-12-04,5,1,2023,EPI3696769,goose,Avian
EPI_ISL_19605259,A/goose/Utah/23-001041-009/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Utah,2023-01-06,2024-12-04,5,1,2023,EPI3696697,goose,Avian
EPI_ISL_19605258,A/goose/Utah/23-001041-008/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Utah,2023-01-06,2024-12-04,5,1,2023,EPI3696689,goose,Avian
EPI_ISL_19605255,A/goose/Utah/23-001041-002/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Utah,2023-01-06,2024-12-04,5,1,2023,EPI3696665,goose,Avian
EPI_ISL_19605254,A/goose/Utah/23-001041-001/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Utah,2023-01-06,2024-12-04,5,1,2023,EPI3696657,goose,Avian
EPI_ISL_19605253,A/goose/Utah/23-001040-001/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Utah,2023-01-04,2024-12-04,5,1,2023,EPI3696649,goose,Avian
EPI_ISL_19605086,A/snow goose/North Dakota/23-012938-001/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / North Dakota,2023-04-19,2024-12-04,5,1,2023,EPI3695665,goose,Avian
EPI_ISL_19605068,A/snow goose/New York/23-000618-001/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / New York,2023-01-04,2024-12-04,5,1,2023,EPI3695521,goose,Avian
EPI_ISL_19605054,A/snow goose/New York/23-003716-001/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / New York,2023-01-31,2024-12-04,5,1,2023,EPI3695425,goose,Avian
EPI_ISL_19548477,A/goose/Oregon/24-031478-002/2024,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Oregon,2024-10-22,2024-11-08,5,1,2024,EPI3647455,goose,Avian
EPI_ISL_19228459,A/goose/Colorado/23-038138-001/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Colorado,2023-11-26,2024-04-20,5,1,2023,EPI3411315,goose,Avian
EPI_ISL_19064390,A/greater white-fronted goose/Louisiana/W23-857A/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Louisiana,2023-10-27,2024-04-02,5,1,2023,EPI3222864,goose,Avian
EPI_ISL_19064389,A/greater white-fronted goose/Louisiana/W23-857B/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Louisiana,2023-10-27,2024-04-02,5,1,2023,EPI3222856,goose,Avian
EPI_ISL_19064386,A/snow goose/Kansas/W23-930A/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Kansas,2023-12-04,2024-04-02,5,1,2023,EPI3222832,goose,Avian
EPI_ISL_19064385,A/snow goose/Kansas/W23-930C/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Kansas,2023-12-04,2024-04-02,5,1,2023,EPI3222824,goose,Avian
EPI_ISL_19064384,A/snow goose/Kansas/W23-930E/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Kansas,2023-12-04,2024-04-02,5,1,2023,EPI3222816,goose,Avian
EPI_ISL_19064383,A/snow goose/Kansas/W23-949C/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Kansas,2023-12-20,2024-04-02,5,1,2023,EPI3222808,goose,Avian
EPI_ISL_19064382,A/snow goose/Tennessee/W23-940/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Tennessee,2023-11-27,2024-04-02,5,1,2023,EPI3222800,goose,Avian
EPI_ISL_19064371,A/Ross's goose/Kansas/W23-930F/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Kansas,2023-12-04,2024-04-02,5,1,2023,EPI3222724,goose,Avian
EPI_ISL_19064370,A/Ross's goose/Kansas/W23-930G/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Kansas,2023-12-04,2024-04-02,5,1,2023,EPI3222716,goose,Avian
EPI_ISL_19064368,A/Ross's goose/Kansas/W23-949A/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Kansas,2023-12-20,2024-04-02,5,1,2023,EPI3222700,goose,Avian
EPI_ISL_18695298,A/Canada goose/Oregon/23-031491-001/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Oregon,2023-10-11,2023-12-27,5,1,2023,EPI2869860,goose,Avian
EPI_ISL_19605367,A/western gull/Nevada/23-002599-002/2023,H5N1,,2.3.4.4b,Gull,Original,North America / United States / Nevada,2023-01-10,2024-12-04,5,1,2023,EPI3697409,gull,Avian
EPI_ISL_19605296,A/western gull/Nevada/23-002599-003/2023,H5N1,,2.3.4.4b,Gull,Original,North America / United States / Nevada,2023-01-10,2024-12-04,5,1,2023,EPI3696993,gull,Avian
EPI_ISL_18737463,A/glaucous gull/Washington/23-025001-003/2023,H5N1,,2.3.4.4b,Gull,Original,North America / United States / Washington,2023-08-11,2024-01-09,5,1,2023,EPI2895311,gull,Avian
EPI_ISL_18737455,A/glaucous gull/Washington/23-025001-002/2023,H5N1,,2.3.4.4b,Gull,Original,North America / United States / Washington,2023-08-11,2024-01-09,5,1,2023,EPI2895303,gull,Avian
EPI_ISL_19605156,A/trumpeter swan/Iowa/23-002662-002/2023,H5N1,,2.3.4.4b,Swan,Original,North America / United States / Iowa,2023-01-21,2024-12-04,5,1,2023,EPI3696105,swan,Avian
EPI_ISL_19605155,A/trumpeter swan/Iowa/23-002039-002/2023,H5N1,,2.3.4.4b,Swan,Original,North America / United States / Iowa,2023-01-12,2024-12-04,5,1,2023,EPI3696097,swan,Avian
EPI_ISL_19155261,A/Feral_cat/ON/FAV-0159-1/2023,H5N1,,2.3.4.4b,mammals,,North America / Canada / Ontario,2023-04-06,2024-05-21,5,1,2023,EPI3316767,feral_cat,Avian
EPI_ISL_19155256,A/Striped_Skunk/PE/FAV-0145-1/2023,H5N1,,2.3.4.4b,mammals,,North America / Canada / Prince Edward Island,2023-04-04,2024-05-21,5,1,2023,EPI3316727,striped_skunk,Avian
EPI_ISL_19155238,A/Dog/ON/FAV-0119-2/2023,H5N1,,2.3.4.4b,mammals,,North America / Canada / Ontario,2023-03-28,2024-05-21,5,1,2023,EPI3316583,dog,Avian
EPI_ISL_19155234,A/Red_Fox/ON/FAV-0142-1/2023,H5N1,,2.3.4.4b,mammals,,North America / Canada / Ontario,2023-03-27,2024-05-21,5,1,2023,EPI3316551,red_fox,Avian
EPI_ISL_19155229,A/Striped_Skunk/ON/FAV-0126-1/2023,H5N1,,2.3.4.4b,mammals,,North America / Canada / Ontario,2023-03-24,2024-05-21,5,1,2023,EPI3316511,striped_skunk,Avian
EPI_ISL_19155222,A/Striped_Skunk/PE/FAV-0123-1/2023,H5N1,,2.3.4.4b,mammals,,North America / Canada / Prince Edward Island,2023-03-21,2024-05-21,5,1,2023,EPI3316455,striped_skunk,Avian
EPI_ISL_19228196,A/cat/USA/24-011659-003/2024,H5N1,,2.3.4.4b,Feline,Original,North America / United States / Michigan,2024-04-18,2024-05-06,5,1,2024,EPI3410843,feline,Avian
EPI_ISL_19088568,A/feline/Texas/24-029329-02/2024,H5N1,,2.3.4.4b,Feline,Original,North America / United States / Texas,2024-03-20,2024-04-18,5,1,2024,EPI3255568,feline,Avian
EPI_ISL_19228645,A/alpaca/Idaho/24-014328-008/2024,H5N1,,2.3.4.4b,Other mammals,Original,North America / United States / Idaho,2024-05-15,2024-06-21,5,1,2024,EPI3412402,alpaca,Avian
EPI_ISL_19228463,A/raccoon/Colorado/24-014781-001/2024,H5N1,,2.3.4.4b,Other mammals,Original,North America / United States / Colorado,2024-05-11,2024-06-12,5,1,2024,EPI3411332,raccoon,Avian
EPI_ISL_19228462,A/house mouse/New Mexico/24-014782-003/2024,H5N1,,2.3.4.4b,Other mammals,Original,North America / United States / New Mexico,2024-05-09,2024-06-12,5,1,2024,EPI3411326,house_mouse,Avian
EPI_ISL_18737559,A/harbor seal/Washington/23-025744-002/2023,H5N1,,2.3.4.4b,Other mammals,Original,North America / United States / Washington / Jefferson County,2023-08-19,2024-01-09,5,1,2023,EPI2895495,harbor_seal,Avian
EPI_ISL_18311027,A/harbor seal/Washington/23-026504-001/2023,H5N1,,2.3.4.4b,Other mammals,Original,North America / United States / Washington / Jefferson County,2023-08-29,2023-09-26,5,1,2023,EPI2759131,harbor_seal,Avian
EPI_ISL_19597300,A/California/192/2024,H5N1,,2.3.4.4b,Human,OR_IR,North America / United States / California / Alameda County,2024-11-12,2024-12-09,5,1,2024,EPI3684158,human,Avian
EPI_ISL_19531303,A/Washington/254/2024,H5N1,,2.3.4.4b,Human,Original,North America / United States / Washington,2024-10-23,2024-11-07,5,1,2024,EPI3630061,human,Avian
EPI_ISL_19531302,A/Washington/253/2024,H5N1,,2.3.4.4b,Human,Original,North America / United States / Washington,2024-10-24,2024-11-07,5,1,2024,EPI3630057,human,Avian
EPI_ISL_19531300,A/Washington/251/2024,H5N1,,2.3.4.4b,Human,Original,North America / United States / Washington,2024-10-24,2024-11-07,5,1,2024,EPI3630053,human,Avian
EPI_ISL_19531299,A/Washington/240/2024,H5N1,,2.3.4.4b,Human,E1,North America / United States / Washington,2024-10-18,2024-11-07,5,1,2024,EPI3630049,human,Avian
EPI_ISL_19531297,A/California/174/2024,H5N1,,2.3.4.4b,Human,Original,North America / United States / California,2024-10-30,2024-11-07,5,1,2024,EPI3630034,human,Avian
EPI_ISL_19531296,A/California/173/2024,H5N1,,2.3.4.4b,Human,Original,North America / United States / California,2024-10-24,2024-11-07,5,1,2024,EPI3630030,human,Avian
EPI_ISL_19531295,A/California/172/2024,H5N1,,2.3.4.4b,Human,Original,North America / United States / California,2024-10-24,2024-11-07,5,1,2024,EPI3630022,human,Avian
EPI_ISL_19531293,A/California/151/2024,H5N1,,2.3.4.4b,Human,E2,North America / United States / California,2024-10-09,2024-11-07,5,1,2024,EPI3630018,human,Avian
EPI_ISL_19473581,A/California/146/2024,H5N1,,2.3.4.4b,Human,OR_IR,North America / United States / California,2024-10-02,2024-10-11,5,1,2024,EPI3599592,human,Avian
EPI_ISL_19162802,A/Michigan/90/2024,H5N1,,2.3.4.4b,Human,Original,North America / United States / Michigan,2024-05-14,2024-05-24,5,1,2024,EPI3334182,human,Avian
EPI_ISL_19605825,A/red tailed hawk/Minnesota/23-000394-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Minnesota,2023-01-01,2024-12-04,5,1,2023,EPI3699257,red_tailed_hawk,Avian
EPI_ISL_19605822,A/red tailed hawk/New Mexico/23-001492-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / New Mexico,2023-01-10,2024-12-04,5,1,2023,EPI3699233,red_tailed_hawk,Avian
EPI_ISL_19605820,A/red tailed hawk/New York/23-001007-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / New York,2023-01-10,2024-12-04,5,1,2023,EPI3699217,red_tailed_hawk,Avian
EPI_ISL_19605812,A/red tailed hawk/Mississippi/23-002625-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Mississippi,2023-01-11,2024-12-04,5,1,2023,EPI3699153,red_tailed_hawk,Avian
EPI_ISL_19605805,A/red tailed hawk/Montana/23-002509-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Montana,2023-01-18,2024-12-04,5,1,2023,EPI3699097,red_tailed_hawk,Avian
EPI_ISL_19605775,A/red tailed hawk/Colorado/23-001574-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Colorado,2023-01-10,2024-12-04,5,1,2023,EPI3699033,red_tailed_hawk,Avian
EPI_ISL_19605774,A/red tailed hawk/Colorado/23-001573-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Colorado,2023-01-11,2024-12-04,5,1,2023,EPI3699025,red_tailed_hawk,Avian
EPI_ISL_19605773,A/red tailed hawk/Colorado/23-001466-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Colorado,2023-01-05,2024-12-04,5,1,2023,EPI3699017,red_tailed_hawk,Avian
EPI_ISL_19605772,A/red tailed hawk/Colorado/23-001466-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Colorado,2023-01-05,2024-12-04,5,1,2023,EPI3699009,red_tailed_hawk,Avian
EPI_ISL_19605771,A/red tailed hawk/Colorado/23-000498-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Colorado,2023-01-04,2024-12-04,5,1,2023,EPI3699001,red_tailed_hawk,Avian
EPI_ISL_19605770,A/red tailed hawk/Colorado/23-000494-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Colorado,2023-01-04,2024-12-04,5,1,2023,EPI3698993,red_tailed_hawk,Avian
EPI_ISL_19605769,A/red tailed hawk/Colorado/23-000403-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Colorado,2023-01-01,2024-12-04,5,1,2023,EPI3698985,red_tailed_hawk,Avian
EPI_ISL_19605485,A/red tailed hawk/Wyoming/23-000757-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Wyoming,2023-01-05,2024-12-04,5,1,2023,EPI3697945,red_tailed_hawk,Avian
EPI_ISL_19605471,A/red tailed hawk/California/23-004366-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California,2023-01-26,2024-12-04,5,1,2023,EPI3697833,red_tailed_hawk,Avian
EPI_ISL_19605214,A/Willet/California/23-004364-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California,2023-01-25,2024-12-04,5,1,2023,EPI3696457,willet,Avian
EPI_ISL_19605213,A/Wild bird/Mississippi/23-002624-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Mississippi,2023-01-19,2024-12-04,5,1,2023,EPI3696449,wild_bird,Avian
EPI_ISL_19605133,A/turkey vulture/California/23-004365-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California,2023-01-25,2024-12-04,5,1,2023,EPI3695929,turkey_vulture,Avian
EPI_ISL_19605132,A/turkey vulture/California/23-004361-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California,2023-01-25,2024-12-04,5,1,2023,EPI3695921,turkey_vulture,Avian
EPI_ISL_19605131,A/turkey vulture/California/23-002601-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California,2023-01-11,2024-12-04,5,1,2023,EPI3695913,turkey_vulture,Avian
EPI_ISL_19605066,A/swainsons hawk/Colorado/23-004704-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Colorado,2023-01-30,2024-12-04,5,1,2023,EPI3695505,swainsons_hawk,Avian
EPI_ISL_19605039,A/turkey vulture/California/23-004366-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California,2023-01-26,2024-12-04,5,1,2023,EPI3695337,turkey_vulture,Avian
EPI_ISL_19605033,A/turkey vulture/California/23-004367-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California,2023-01-25,2024-12-04,5,1,2023,EPI3695329,turkey_vulture,Avian
EPI_ISL_19605027,A/turkey vulture/California/23-004368-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California,2023-01-31,2024-12-04,5,1,2023,EPI3695321,turkey_vulture,Avian
EPI_ISL_19605020,A/turkey vulture/California/23-004370-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California,2023-01-31,2024-12-04,5,1,2023,EPI3695313,turkey_vulture,Avian
EPI_ISL_19547883,A/Chicken/BC/FAV-0285-1/2024,H5N2,,2.3.4.4b,Avian,,North America / Canada / British Columbia,2024-11-01,2024-11-15,5,2,2024,EPI3646691,chicken,Avian
EPI_ISL_19547872,A/Chicken/BC/FAV-0268-1/2024,H5N1,,2.3.4.4b,Avian,,North America / Canada / British Columbia,2024-10-23,2024-11-15,5,1,2024,EPI3646683,chicken,Avian
EPI_ISL_19532193,A/emu/USA/24-031663-001/2024,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California,2024-10-23,2024-11-06,5,1,2024,EPI3630889,emu,Avian
EPI_ISL_19490498,A/chicken/New York/23-009044-004-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / New York / Queens County,2023-03-16,2024-10-18,5,1,2023,EPI3605671,chicken,Avian
EPI_ISL_19490496,A/chicken/Texas/23-009041-002-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Texas / Hale County,2023-03-17,2024-10-18,5,1,2023,EPI3605655,chicken,Avian
EPI_ISL_19490494,A/pheasant/New York/23-009034-003-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / New York / Tompkins County,2023-03-20,2024-10-18,5,1,2023,EPI3605639,pheasant,Avian
EPI_ISL_19490493,A/guinea fowl/New Jersey/23-027703-012-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / New Jersey / Union County,2023-09-13,2024-10-18,5,1,2023,EPI3605627,guinea_fowl,Avian
EPI_ISL_19490491,A/chicken/New Jersey/23-027703-008-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / New Jersey / Union County,2023-09-13,2024-10-18,5,1,2023,EPI3605611,chicken,Avian
EPI_ISL_19490489,A/chicken/New Jersey/23-027703-007-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / New Jersey / Union County,2023-09-13,2024-10-18,5,1,2023,EPI3605595,chicken,Avian
EPI_ISL_19490488,A/chicken/Oregon/23-009029-001-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Oregon / Klamath County,2023-03-15,2024-10-18,5,1,2023,EPI3605593,chicken,Avian
EPI_ISL_19490486,A/pheasant/South Dakota/23-009025-003-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / South Dakota / Spink County,2023-03-20,2024-10-18,5,1,2023,EPI3605577,pheasant,Avian
EPI_ISL_19490484,A/pheasant/South Dakota/23-009025-002-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / South Dakota / Spink County,2023-03-20,2024-10-18,5,1,2023,EPI3605561,pheasant,Avian
EPI_ISL_19490483,A/chicken/New Jersey/23-027703-002-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / New Jersey / Union County,2023-09-13,2024-10-18,5,1,2023,EPI3605547,chicken,Avian
EPI_ISL_19490482,A/pheasant/South Dakota/23-009025-001-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / South Dakota / Spink County,2023-03-20,2024-10-18,5,1,2023,EPI3605545,pheasant,Avian
EPI_ISL_19490480,A/chicken/Florida/23-008891-003-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Florida / Hillsborough County,2023-03-15,2024-10-18,5,1,2023,EPI3605529,chicken,Avian
EPI_ISL_19490477,A/Muscovy duck/New York/23-023002-005-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / New York / Kings County,2023-07-31,2024-10-18,5,1,2023,EPI3605499,muscovy_duck,Avian
EPI_ISL_19490476,A/chicken/Florida/23-008891-001-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Florida / Hillsborough County,2023-03-15,2024-10-18,5,1,2023,EPI3605497,chicken,Avian
EPI_ISL_19490474,A/guinea fowl/New York/23-008875-006-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / New York / Washington County,2023-03-20,2024-10-18,5,1,2023,EPI3605481,guinea_fowl,Avian
EPI_ISL_19490472,A/chicken/New York/23-008875-001-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / New York / Washington County,2023-03-20,2024-10-18,5,1,2023,EPI3605465,chicken,Avian
EPI_ISL_19490470,A/bar-headed goose/New York/23-008587-001-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / New York / Allegheny County,2023-03-15,2024-10-18,5,1,2023,EPI3605449,bar_headed_goose,Avian
EPI_ISL_19490468,A/Muscovy duck/Pennsylvania/23-008369-003-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Pennsylvania / Lancaster County,2023-03-14,2024-10-18,5,1,2023,EPI3605433,muscovy_duck,Avian
